iterate,power,delta,band
59051,0.8500000000000001,0.25,0.2
59052,0.8500000000000001,0.25,0.21000000000000002
59053,0.8500000000000001,0.25,0.22
59054,0.8500000000000001,0.25,0.23
59055,0.8500000000000001,0.25,0.24000000000000002
59056,0.8500000000000001,0.25,0.25
59057,0.8500000000000001,0.25,0.26
59058,0.8500000000000001,0.25,0.27
59059,0.8500000000000001,0.25,0.28
59060,0.8500000000000001,0.25,0.29000000000000004
59061,0.8500000000000001,0.25,0.30000000000000004
59062,0.8500000000000001,0.25,0.31
59063,0.8500000000000001,0.25,0.32
59064,0.8500000000000001,0.25,0.33
59082,0.8500000000000001,0.30000000000000004,0.1
59083,0.8500000000000001,0.30000000000000004,0.11
59084,0.8500000000000001,0.30000000000000004,0.12000000000000001
59085,0.8500000000000001,0.30000000000000004,0.13
59086,0.8500000000000001,0.30000000000000004,0.14
59087,0.8500000000000001,0.30000000000000004,0.15000000000000002
59088,0.8500000000000001,0.30000000000000004,0.16
59089,0.8500000000000001,0.30000000000000004,0.17
59090,0.8500000000000001,0.30000000000000004,0.18
59091,0.8500000000000001,0.30000000000000004,0.19
59092,0.8500000000000001,0.30000000000000004,0.2
59093,0.8500000000000001,0.30000000000000004,0.21000000000000002
59094,0.8500000000000001,0.30000000000000004,0.22
59095,0.8500000000000001,0.30000000000000004,0.23
59096,0.8500000000000001,0.30000000000000004,0.24000000000000002
59097,0.8500000000000001,0.30000000000000004,0.25
59098,0.8500000000000001,0.30000000000000004,0.26
59099,0.8500000000000001,0.30000000000000004,0.27
59100,0.8500000000000001,0.30000000000000004,0.28
59101,0.8500000000000001,0.30000000000000004,0.29000000000000004
59102,0.8500000000000001,0.30000000000000004,0.30000000000000004
59103,0.8500000000000001,0.30000000000000004,0.31
59104,0.8500000000000001,0.30000000000000004,0.32
59105,0.8500000000000001,0.30000000000000004,0.33
59107,0.8500000000000001,0.30000000000000004,0.35
59108,0.8500000000000001,0.30000000000000004,0.36
59109,0.8500000000000001,0.30000000000000004,0.37
59110,0.8500000000000001,0.30000000000000004,0.38
59123,0.8500000000000001,0.35000000000000003,0.1
59124,0.8500000000000001,0.35000000000000003,0.11
59125,0.8500000000000001,0.35000000000000003,0.12000000000000001
59126,0.8500000000000001,0.35000000000000003,0.13
59127,0.8500000000000001,0.35000000000000003,0.14
59128,0.8500000000000001,0.35000000000000003,0.15000000000000002
59129,0.8500000000000001,0.35000000000000003,0.16
59130,0.8500000000000001,0.35000000000000003,0.17
59131,0.8500000000000001,0.35000000000000003,0.18
59132,0.8500000000000001,0.35000000000000003,0.19
59133,0.8500000000000001,0.35000000000000003,0.2
59134,0.8500000000000001,0.35000000000000003,0.21000000000000002
59135,0.8500000000000001,0.35000000000000003,0.22
59136,0.8500000000000001,0.35000000000000003,0.23
59137,0.8500000000000001,0.35000000000000003,0.24000000000000002
59138,0.8500000000000001,0.35000000000000003,0.25
59139,0.8500000000000001,0.35000000000000003,0.26
59140,0.8500000000000001,0.35000000000000003,0.27
59141,0.8500000000000001,0.35000000000000003,0.28
59142,0.8500000000000001,0.35000000000000003,0.29000000000000004
59143,0.8500000000000001,0.35000000000000003,0.30000000000000004
59144,0.8500000000000001,0.35000000000000003,0.31
59145,0.8500000000000001,0.35000000000000003,0.32
59146,0.8500000000000001,0.35000000000000003,0.33
59147,0.8500000000000001,0.35000000000000003,0.33999999999999997
59150,0.8500000000000001,0.35000000000000003,0.37
59151,0.8500000000000001,0.35000000000000003,0.38
59152,0.8500000000000001,0.35000000000000003,0.39
59153,0.8500000000000001,0.35000000000000003,0.4
59154,0.8500000000000001,0.35000000000000003,0.41000000000000003
59155,0.8500000000000001,0.35000000000000003,0.42000000000000004
59156,0.8500000000000001,0.35000000000000003,0.43000000000000005
59157,0.8500000000000001,0.35000000000000003,0.44000000000000006
59164,0.8500000000000001,0.4,0.1
59165,0.8500000000000001,0.4,0.11
59166,0.8500000000000001,0.4,0.12000000000000001
59167,0.8500000000000001,0.4,0.13
59168,0.8500000000000001,0.4,0.14
59169,0.8500000000000001,0.4,0.15000000000000002
59170,0.8500000000000001,0.4,0.16
59171,0.8500000000000001,0.4,0.17
59172,0.8500000000000001,0.4,0.18
59173,0.8500000000000001,0.4,0.19
59174,0.8500000000000001,0.4,0.2
59175,0.8500000000000001,0.4,0.21000000000000002
59176,0.8500000000000001,0.4,0.22
59177,0.8500000000000001,0.4,0.23
59178,0.8500000000000001,0.4,0.24000000000000002
59179,0.8500000000000001,0.4,0.25
59180,0.8500000000000001,0.4,0.26
59181,0.8500000000000001,0.4,0.27
59182,0.8500000000000001,0.4,0.28
59183,0.8500000000000001,0.4,0.29000000000000004
59184,0.8500000000000001,0.4,0.30000000000000004
59185,0.8500000000000001,0.4,0.31
59186,0.8500000000000001,0.4,0.32
59187,0.8500000000000001,0.4,0.33
59188,0.8500000000000001,0.4,0.33999999999999997
59189,0.8500000000000001,0.4,0.35
59190,0.8500000000000001,0.4,0.36
59191,0.8500000000000001,0.4,0.37
59192,0.8500000000000001,0.4,0.38
59193,0.8500000000000001,0.4,0.39
59194,0.8500000000000001,0.4,0.4
59195,0.8500000000000001,0.4,0.41000000000000003
59196,0.8500000000000001,0.4,0.42000000000000004
59197,0.8500000000000001,0.4,0.43000000000000005
59198,0.8500000000000001,0.4,0.44000000000000006
59199,0.8500000000000001,0.4,0.45000000000000007
59200,0.8500000000000001,0.4,0.45999999999999996
59201,0.8500000000000001,0.4,0.47
59202,0.8500000000000001,0.4,0.48
59203,0.8500000000000001,0.4,0.49
59204,0.8500000000000001,0.4,0.5
59205,0.8500000000000001,0.45,0.1
59206,0.8500000000000001,0.45,0.11
59207,0.8500000000000001,0.45,0.12000000000000001
59208,0.8500000000000001,0.45,0.13
59209,0.8500000000000001,0.45,0.14
59210,0.8500000000000001,0.45,0.15000000000000002
59211,0.8500000000000001,0.45,0.16
59212,0.8500000000000001,0.45,0.17
59213,0.8500000000000001,0.45,0.18
59214,0.8500000000000001,0.45,0.19
59215,0.8500000000000001,0.45,0.2
59216,0.8500000000000001,0.45,0.21000000000000002
59217,0.8500000000000001,0.45,0.22
59218,0.8500000000000001,0.45,0.23
59219,0.8500000000000001,0.45,0.24000000000000002
59220,0.8500000000000001,0.45,0.25
59221,0.8500000000000001,0.45,0.26
59222,0.8500000000000001,0.45,0.27
59223,0.8500000000000001,0.45,0.28
59224,0.8500000000000001,0.45,0.29000000000000004
59225,0.8500000000000001,0.45,0.30000000000000004
59226,0.8500000000000001,0.45,0.31
59227,0.8500000000000001,0.45,0.32
59228,0.8500000000000001,0.45,0.33
59229,0.8500000000000001,0.45,0.33999999999999997
59230,0.8500000000000001,0.45,0.35
59231,0.8500000000000001,0.45,0.36
59232,0.8500000000000001,0.45,0.37
59233,0.8500000000000001,0.45,0.38
59234,0.8500000000000001,0.45,0.39
59235,0.8500000000000001,0.45,0.4
59236,0.8500000000000001,0.45,0.41000000000000003
59237,0.8500000000000001,0.45,0.42000000000000004
59238,0.8500000000000001,0.45,0.43000000000000005
59239,0.8500000000000001,0.45,0.44000000000000006
59240,0.8500000000000001,0.45,0.45000000000000007
59241,0.8500000000000001,0.45,0.45999999999999996
59242,0.8500000000000001,0.45,0.47
59243,0.8500000000000001,0.45,0.48
59244,0.8500000000000001,0.45,0.49
59245,0.8500000000000001,0.45,0.5
59246,0.8500000000000001,0.5,0.1
59247,0.8500000000000001,0.5,0.11
59248,0.8500000000000001,0.5,0.12000000000000001
59249,0.8500000000000001,0.5,0.13
59250,0.8500000000000001,0.5,0.14
59251,0.8500000000000001,0.5,0.15000000000000002
59252,0.8500000000000001,0.5,0.16
59253,0.8500000000000001,0.5,0.17
59254,0.8500000000000001,0.5,0.18
59255,0.8500000000000001,0.5,0.19
59256,0.8500000000000001,0.5,0.2
59257,0.8500000000000001,0.5,0.21000000000000002
59258,0.8500000000000001,0.5,0.22
59259,0.8500000000000001,0.5,0.23
59260,0.8500000000000001,0.5,0.24000000000000002
59261,0.8500000000000001,0.5,0.25
59262,0.8500000000000001,0.5,0.26
59263,0.8500000000000001,0.5,0.27
59264,0.8500000000000001,0.5,0.28
59265,0.8500000000000001,0.5,0.29000000000000004
59266,0.8500000000000001,0.5,0.30000000000000004
59267,0.8500000000000001,0.5,0.31
59268,0.8500000000000001,0.5,0.32
59269,0.8500000000000001,0.5,0.33
59270,0.8500000000000001,0.5,0.33999999999999997
59271,0.8500000000000001,0.5,0.35
59272,0.8500000000000001,0.5,0.36
59273,0.8500000000000001,0.5,0.37
59274,0.8500000000000001,0.5,0.38
59275,0.8500000000000001,0.5,0.39
59276,0.8500000000000001,0.5,0.4
59277,0.8500000000000001,0.5,0.41000000000000003
59278,0.8500000000000001,0.5,0.42000000000000004
59279,0.8500000000000001,0.5,0.43000000000000005
59280,0.8500000000000001,0.5,0.44000000000000006
59281,0.8500000000000001,0.5,0.45000000000000007
59282,0.8500000000000001,0.5,0.45999999999999996
59283,0.8500000000000001,0.5,0.47
59284,0.8500000000000001,0.5,0.48
59285,0.8500000000000001,0.5,0.49
59286,0.8500000000000001,0.5,0.5
59287,0.8500000000000001,0.55,0.1
59288,0.8500000000000001,0.55,0.11
59289,0.8500000000000001,0.55,0.12000000000000001
59290,0.8500000000000001,0.55,0.13
59291,0.8500000000000001,0.55,0.14
59292,0.8500000000000001,0.55,0.15000000000000002
59293,0.8500000000000001,0.55,0.16
59294,0.8500000000000001,0.55,0.17
59295,0.8500000000000001,0.55,0.18
59296,0.8500000000000001,0.55,0.19
59297,0.8500000000000001,0.55,0.2
59298,0.8500000000000001,0.55,0.21000000000000002
59299,0.8500000000000001,0.55,0.22
59300,0.8500000000000001,0.55,0.23
59301,0.8500000000000001,0.55,0.24000000000000002
59302,0.8500000000000001,0.55,0.25
59303,0.8500000000000001,0.55,0.26
59304,0.8500000000000001,0.55,0.27
59305,0.8500000000000001,0.55,0.28
59306,0.8500000000000001,0.55,0.29000000000000004
59307,0.8500000000000001,0.55,0.30000000000000004
59308,0.8500000000000001,0.55,0.31
59309,0.8500000000000001,0.55,0.32
59310,0.8500000000000001,0.55,0.33
59311,0.8500000000000001,0.55,0.33999999999999997
59312,0.8500000000000001,0.55,0.35
59313,0.8500000000000001,0.55,0.36
59314,0.8500000000000001,0.55,0.37
59315,0.8500000000000001,0.55,0.38
59316,0.8500000000000001,0.55,0.39
59317,0.8500000000000001,0.55,0.4
59318,0.8500000000000001,0.55,0.41000000000000003
59319,0.8500000000000001,0.55,0.42000000000000004
59320,0.8500000000000001,0.55,0.43000000000000005
59321,0.8500000000000001,0.55,0.44000000000000006
59322,0.8500000000000001,0.55,0.45000000000000007
59323,0.8500000000000001,0.55,0.45999999999999996
59324,0.8500000000000001,0.55,0.47
59325,0.8500000000000001,0.55,0.48
59326,0.8500000000000001,0.55,0.49
59327,0.8500000000000001,0.55,0.5
59328,0.8500000000000001,0.6000000000000001,0.1
59329,0.8500000000000001,0.6000000000000001,0.11
59330,0.8500000000000001,0.6000000000000001,0.12000000000000001
59331,0.8500000000000001,0.6000000000000001,0.13
59332,0.8500000000000001,0.6000000000000001,0.14
59333,0.8500000000000001,0.6000000000000001,0.15000000000000002
59334,0.8500000000000001,0.6000000000000001,0.16
59335,0.8500000000000001,0.6000000000000001,0.17
59336,0.8500000000000001,0.6000000000000001,0.18
59337,0.8500000000000001,0.6000000000000001,0.19
59338,0.8500000000000001,0.6000000000000001,0.2
59339,0.8500000000000001,0.6000000000000001,0.21000000000000002
59340,0.8500000000000001,0.6000000000000001,0.22
59341,0.8500000000000001,0.6000000000000001,0.23
59342,0.8500000000000001,0.6000000000000001,0.24000000000000002
59343,0.8500000000000001,0.6000000000000001,0.25
59344,0.8500000000000001,0.6000000000000001,0.26
59345,0.8500000000000001,0.6000000000000001,0.27
59346,0.8500000000000001,0.6000000000000001,0.28
59347,0.8500000000000001,0.6000000000000001,0.29000000000000004
59348,0.8500000000000001,0.6000000000000001,0.30000000000000004
59349,0.8500000000000001,0.6000000000000001,0.31
59350,0.8500000000000001,0.6000000000000001,0.32
59351,0.8500000000000001,0.6000000000000001,0.33
59352,0.8500000000000001,0.6000000000000001,0.33999999999999997
59353,0.8500000000000001,0.6000000000000001,0.35
59354,0.8500000000000001,0.6000000000000001,0.36
59355,0.8500000000000001,0.6000000000000001,0.37
59356,0.8500000000000001,0.6000000000000001,0.38
59357,0.8500000000000001,0.6000000000000001,0.39
59358,0.8500000000000001,0.6000000000000001,0.4
59359,0.8500000000000001,0.6000000000000001,0.41000000000000003
59360,0.8500000000000001,0.6000000000000001,0.42000000000000004
59361,0.8500000000000001,0.6000000000000001,0.43000000000000005
59362,0.8500000000000001,0.6000000000000001,0.44000000000000006
59363,0.8500000000000001,0.6000000000000001,0.45000000000000007
59364,0.8500000000000001,0.6000000000000001,0.45999999999999996
59365,0.8500000000000001,0.6000000000000001,0.47
59366,0.8500000000000001,0.6000000000000001,0.48
59367,0.8500000000000001,0.6000000000000001,0.49
59368,0.8500000000000001,0.6000000000000001,0.5
59369,0.8500000000000001,0.65,0.1
59370,0.8500000000000001,0.65,0.11
59371,0.8500000000000001,0.65,0.12000000000000001
59372,0.8500000000000001,0.65,0.13
59373,0.8500000000000001,0.65,0.14
59374,0.8500000000000001,0.65,0.15000000000000002
59375,0.8500000000000001,0.65,0.16
59376,0.8500000000000001,0.65,0.17
59377,0.8500000000000001,0.65,0.18
59378,0.8500000000000001,0.65,0.19
59379,0.8500000000000001,0.65,0.2
59380,0.8500000000000001,0.65,0.21000000000000002
59381,0.8500000000000001,0.65,0.22
59382,0.8500000000000001,0.65,0.23
59383,0.8500000000000001,0.65,0.24000000000000002
59384,0.8500000000000001,0.65,0.25
59385,0.8500000000000001,0.65,0.26
59386,0.8500000000000001,0.65,0.27
59387,0.8500000000000001,0.65,0.28
59388,0.8500000000000001,0.65,0.29000000000000004
59389,0.8500000000000001,0.65,0.30000000000000004
59390,0.8500000000000001,0.65,0.31
59391,0.8500000000000001,0.65,0.32
59392,0.8500000000000001,0.65,0.33
59393,0.8500000000000001,0.65,0.33999999999999997
59394,0.8500000000000001,0.65,0.35
59395,0.8500000000000001,0.65,0.36
59396,0.8500000000000001,0.65,0.37
59397,0.8500000000000001,0.65,0.38
59398,0.8500000000000001,0.65,0.39
59399,0.8500000000000001,0.65,0.4
59400,0.8500000000000001,0.65,0.41000000000000003
59401,0.8500000000000001,0.65,0.42000000000000004
59402,0.8500000000000001,0.65,0.43000000000000005
59403,0.8500000000000001,0.65,0.44000000000000006
59404,0.8500000000000001,0.65,0.45000000000000007
59405,0.8500000000000001,0.65,0.45999999999999996
59406,0.8500000000000001,0.65,0.47
59407,0.8500000000000001,0.65,0.48
59408,0.8500000000000001,0.65,0.49
59409,0.8500000000000001,0.65,0.5
59410,0.8500000000000001,0.7000000000000001,0.1
59411,0.8500000000000001,0.7000000000000001,0.11
59412,0.8500000000000001,0.7000000000000001,0.12000000000000001
59413,0.8500000000000001,0.7000000000000001,0.13
59414,0.8500000000000001,0.7000000000000001,0.14
59415,0.8500000000000001,0.7000000000000001,0.15000000000000002
59416,0.8500000000000001,0.7000000000000001,0.16
59417,0.8500000000000001,0.7000000000000001,0.17
59418,0.8500000000000001,0.7000000000000001,0.18
59419,0.8500000000000001,0.7000000000000001,0.19
59420,0.8500000000000001,0.7000000000000001,0.2
59421,0.8500000000000001,0.7000000000000001,0.21000000000000002
59422,0.8500000000000001,0.7000000000000001,0.22
59423,0.8500000000000001,0.7000000000000001,0.23
59424,0.8500000000000001,0.7000000000000001,0.24000000000000002
59425,0.8500000000000001,0.7000000000000001,0.25
59426,0.8500000000000001,0.7000000000000001,0.26
59427,0.8500000000000001,0.7000000000000001,0.27
59428,0.8500000000000001,0.7000000000000001,0.28
59429,0.8500000000000001,0.7000000000000001,0.29000000000000004
59430,0.8500000000000001,0.7000000000000001,0.30000000000000004
59431,0.8500000000000001,0.7000000000000001,0.31
59432,0.8500000000000001,0.7000000000000001,0.32
59433,0.8500000000000001,0.7000000000000001,0.33
59434,0.8500000000000001,0.7000000000000001,0.33999999999999997
59435,0.8500000000000001,0.7000000000000001,0.35
59436,0.8500000000000001,0.7000000000000001,0.36
59437,0.8500000000000001,0.7000000000000001,0.37
59438,0.8500000000000001,0.7000000000000001,0.38
59439,0.8500000000000001,0.7000000000000001,0.39
59440,0.8500000000000001,0.7000000000000001,0.4
59441,0.8500000000000001,0.7000000000000001,0.41000000000000003
59442,0.8500000000000001,0.7000000000000001,0.42000000000000004
59443,0.8500000000000001,0.7000000000000001,0.43000000000000005
59444,0.8500000000000001,0.7000000000000001,0.44000000000000006
59445,0.8500000000000001,0.7000000000000001,0.45000000000000007
59446,0.8500000000000001,0.7000000000000001,0.45999999999999996
59447,0.8500000000000001,0.7000000000000001,0.47
59448,0.8500000000000001,0.7000000000000001,0.48
59449,0.8500000000000001,0.7000000000000001,0.49
59450,0.8500000000000001,0.7000000000000001,0.5
59451,0.8500000000000001,0.75,0.1
59452,0.8500000000000001,0.75,0.11
59453,0.8500000000000001,0.75,0.12000000000000001
59454,0.8500000000000001,0.75,0.13
59455,0.8500000000000001,0.75,0.14
59456,0.8500000000000001,0.75,0.15000000000000002
59457,0.8500000000000001,0.75,0.16
59458,0.8500000000000001,0.75,0.17
59459,0.8500000000000001,0.75,0.18
59460,0.8500000000000001,0.75,0.19
59461,0.8500000000000001,0.75,0.2
59462,0.8500000000000001,0.75,0.21000000000000002
59463,0.8500000000000001,0.75,0.22
59464,0.8500000000000001,0.75,0.23
59465,0.8500000000000001,0.75,0.24000000000000002
59466,0.8500000000000001,0.75,0.25
59467,0.8500000000000001,0.75,0.26
59468,0.8500000000000001,0.75,0.27
59469,0.8500000000000001,0.75,0.28
59470,0.8500000000000001,0.75,0.29000000000000004
59471,0.8500000000000001,0.75,0.30000000000000004
59472,0.8500000000000001,0.75,0.31
59473,0.8500000000000001,0.75,0.32
59474,0.8500000000000001,0.75,0.33
59475,0.8500000000000001,0.75,0.33999999999999997
59476,0.8500000000000001,0.75,0.35
59477,0.8500000000000001,0.75,0.36
59478,0.8500000000000001,0.75,0.37
59479,0.8500000000000001,0.75,0.38
59480,0.8500000000000001,0.75,0.39
59481,0.8500000000000001,0.75,0.4
59482,0.8500000000000001,0.75,0.41000000000000003
59483,0.8500000000000001,0.75,0.42000000000000004
59484,0.8500000000000001,0.75,0.43000000000000005
59485,0.8500000000000001,0.75,0.44000000000000006
59486,0.8500000000000001,0.75,0.45000000000000007
59487,0.8500000000000001,0.75,0.45999999999999996
59488,0.8500000000000001,0.75,0.47
59489,0.8500000000000001,0.75,0.48
59490,0.8500000000000001,0.75,0.49
59491,0.8500000000000001,0.75,0.5
59492,0.8500000000000001,0.8,0.1
59493,0.8500000000000001,0.8,0.11
59494,0.8500000000000001,0.8,0.12000000000000001
59495,0.8500000000000001,0.8,0.13
59496,0.8500000000000001,0.8,0.14
59497,0.8500000000000001,0.8,0.15000000000000002
59498,0.8500000000000001,0.8,0.16
59499,0.8500000000000001,0.8,0.17
59500,0.8500000000000001,0.8,0.18
59501,0.8500000000000001,0.8,0.19
59502,0.8500000000000001,0.8,0.2
59503,0.8500000000000001,0.8,0.21000000000000002
59504,0.8500000000000001,0.8,0.22
59505,0.8500000000000001,0.8,0.23
59506,0.8500000000000001,0.8,0.24000000000000002
59507,0.8500000000000001,0.8,0.25
59508,0.8500000000000001,0.8,0.26
59509,0.8500000000000001,0.8,0.27
59510,0.8500000000000001,0.8,0.28
59511,0.8500000000000001,0.8,0.29000000000000004
59512,0.8500000000000001,0.8,0.30000000000000004
59513,0.8500000000000001,0.8,0.31
59514,0.8500000000000001,0.8,0.32
59515,0.8500000000000001,0.8,0.33
59516,0.8500000000000001,0.8,0.33999999999999997
59517,0.8500000000000001,0.8,0.35
59518,0.8500000000000001,0.8,0.36
59519,0.8500000000000001,0.8,0.37
59520,0.8500000000000001,0.8,0.38
59521,0.8500000000000001,0.8,0.39
59522,0.8500000000000001,0.8,0.4
59523,0.8500000000000001,0.8,0.41000000000000003
59524,0.8500000000000001,0.8,0.42000000000000004
59525,0.8500000000000001,0.8,0.43000000000000005
59526,0.8500000000000001,0.8,0.44000000000000006
59527,0.8500000000000001,0.8,0.45000000000000007
59528,0.8500000000000001,0.8,0.45999999999999996
59529,0.8500000000000001,0.8,0.47
59530,0.8500000000000001,0.8,0.48
59531,0.8500000000000001,0.8,0.49
59532,0.8500000000000001,0.8,0.5
59533,0.8500000000000001,0.8500000000000001,0.1
59534,0.8500000000000001,0.8500000000000001,0.11
59535,0.8500000000000001,0.8500000000000001,0.12000000000000001
59536,0.8500000000000001,0.8500000000000001,0.13
59537,0.8500000000000001,0.8500000000000001,0.14
59538,0.8500000000000001,0.8500000000000001,0.15000000000000002
59539,0.8500000000000001,0.8500000000000001,0.16
59540,0.8500000000000001,0.8500000000000001,0.17
59541,0.8500000000000001,0.8500000000000001,0.18
59542,0.8500000000000001,0.8500000000000001,0.19
59543,0.8500000000000001,0.8500000000000001,0.2
59544,0.8500000000000001,0.8500000000000001,0.21000000000000002
59545,0.8500000000000001,0.8500000000000001,0.22
59546,0.8500000000000001,0.8500000000000001,0.23
59547,0.8500000000000001,0.8500000000000001,0.24000000000000002
59548,0.8500000000000001,0.8500000000000001,0.25
59549,0.8500000000000001,0.8500000000000001,0.26
59550,0.8500000000000001,0.8500000000000001,0.27
59551,0.8500000000000001,0.8500000000000001,0.28
59552,0.8500000000000001,0.8500000000000001,0.29000000000000004
59553,0.8500000000000001,0.8500000000000001,0.30000000000000004
59554,0.8500000000000001,0.8500000000000001,0.31
59555,0.8500000000000001,0.8500000000000001,0.32
59556,0.8500000000000001,0.8500000000000001,0.33
59557,0.8500000000000001,0.8500000000000001,0.33999999999999997
59558,0.8500000000000001,0.8500000000000001,0.35
59559,0.8500000000000001,0.8500000000000001,0.36
59560,0.8500000000000001,0.8500000000000001,0.37
59561,0.8500000000000001,0.8500000000000001,0.38
59562,0.8500000000000001,0.8500000000000001,0.39
59563,0.8500000000000001,0.8500000000000001,0.4
59564,0.8500000000000001,0.8500000000000001,0.41000000000000003
59565,0.8500000000000001,0.8500000000000001,0.42000000000000004
59566,0.8500000000000001,0.8500000000000001,0.43000000000000005
59567,0.8500000000000001,0.8500000000000001,0.44000000000000006
59568,0.8500000000000001,0.8500000000000001,0.45000000000000007
59569,0.8500000000000001,0.8500000000000001,0.45999999999999996
59570,0.8500000000000001,0.8500000000000001,0.47
59571,0.8500000000000001,0.8500000000000001,0.48
59572,0.8500000000000001,0.8500000000000001,0.49
59573,0.8500000000000001,0.8500000000000001,0.5
59574,0.8500000000000001,0.9,0.1
59575,0.8500000000000001,0.9,0.11
59576,0.8500000000000001,0.9,0.12000000000000001
59577,0.8500000000000001,0.9,0.13
59578,0.8500000000000001,0.9,0.14
59579,0.8500000000000001,0.9,0.15000000000000002
59580,0.8500000000000001,0.9,0.16
59581,0.8500000000000001,0.9,0.17
59582,0.8500000000000001,0.9,0.18
59583,0.8500000000000001,0.9,0.19
59584,0.8500000000000001,0.9,0.2
59585,0.8500000000000001,0.9,0.21000000000000002
59586,0.8500000000000001,0.9,0.22
59587,0.8500000000000001,0.9,0.23
59588,0.8500000000000001,0.9,0.24000000000000002
59589,0.8500000000000001,0.9,0.25
59590,0.8500000000000001,0.9,0.26
59591,0.8500000000000001,0.9,0.27
59592,0.8500000000000001,0.9,0.28
59593,0.8500000000000001,0.9,0.29000000000000004
59594,0.8500000000000001,0.9,0.30000000000000004
59595,0.8500000000000001,0.9,0.31
59596,0.8500000000000001,0.9,0.32
59597,0.8500000000000001,0.9,0.33
59598,0.8500000000000001,0.9,0.33999999999999997
59599,0.8500000000000001,0.9,0.35
59600,0.8500000000000001,0.9,0.36
59601,0.8500000000000001,0.9,0.37
59602,0.8500000000000001,0.9,0.38
59603,0.8500000000000001,0.9,0.39
59604,0.8500000000000001,0.9,0.4
59605,0.8500000000000001,0.9,0.41000000000000003
59606,0.8500000000000001,0.9,0.42000000000000004
59607,0.8500000000000001,0.9,0.43000000000000005
59608,0.8500000000000001,0.9,0.44000000000000006
59609,0.8500000000000001,0.9,0.45000000000000007
59610,0.8500000000000001,0.9,0.45999999999999996
59611,0.8500000000000001,0.9,0.47
59612,0.8500000000000001,0.9,0.48
59613,0.8500000000000001,0.9,0.49
59614,0.8500000000000001,0.9,0.5
59615,0.8500000000000001,0.9500000000000001,0.1
59616,0.8500000000000001,0.9500000000000001,0.11
59617,0.8500000000000001,0.9500000000000001,0.12000000000000001
59618,0.8500000000000001,0.9500000000000001,0.13
59619,0.8500000000000001,0.9500000000000001,0.14
59620,0.8500000000000001,0.9500000000000001,0.15000000000000002
59621,0.8500000000000001,0.9500000000000001,0.16
59622,0.8500000000000001,0.9500000000000001,0.17
59623,0.8500000000000001,0.9500000000000001,0.18
59624,0.8500000000000001,0.9500000000000001,0.19
59625,0.8500000000000001,0.9500000000000001,0.2
59626,0.8500000000000001,0.9500000000000001,0.21000000000000002
59627,0.8500000000000001,0.9500000000000001,0.22
59628,0.8500000000000001,0.9500000000000001,0.23
59629,0.8500000000000001,0.9500000000000001,0.24000000000000002
59630,0.8500000000000001,0.9500000000000001,0.25
59631,0.8500000000000001,0.9500000000000001,0.26
59632,0.8500000000000001,0.9500000000000001,0.27
59633,0.8500000000000001,0.9500000000000001,0.28
59634,0.8500000000000001,0.9500000000000001,0.29000000000000004
59635,0.8500000000000001,0.9500000000000001,0.30000000000000004
59636,0.8500000000000001,0.9500000000000001,0.31
59637,0.8500000000000001,0.9500000000000001,0.32
59638,0.8500000000000001,0.9500000000000001,0.33
59639,0.8500000000000001,0.9500000000000001,0.33999999999999997
59640,0.8500000000000001,0.9500000000000001,0.35
59641,0.8500000000000001,0.9500000000000001,0.36
59642,0.8500000000000001,0.9500000000000001,0.37
59643,0.8500000000000001,0.9500000000000001,0.38
59644,0.8500000000000001,0.9500000000000001,0.39
59645,0.8500000000000001,0.9500000000000001,0.4
59646,0.8500000000000001,0.9500000000000001,0.41000000000000003
59647,0.8500000000000001,0.9500000000000001,0.42000000000000004
59648,0.8500000000000001,0.9500000000000001,0.43000000000000005
59649,0.8500000000000001,0.9500000000000001,0.44000000000000006
59650,0.8500000000000001,0.9500000000000001,0.45000000000000007
59651,0.8500000000000001,0.9500000000000001,0.45999999999999996
59652,0.8500000000000001,0.9500000000000001,0.47
59653,0.8500000000000001,0.9500000000000001,0.48
59654,0.8500000000000001,0.9500000000000001,0.49
59655,0.8500000000000001,0.9500000000000001,0.5
59656,0.8500000000000001,1,0.1
59657,0.8500000000000001,1,0.11
59658,0.8500000000000001,1,0.12000000000000001
59659,0.8500000000000001,1,0.13
59660,0.8500000000000001,1,0.14
59661,0.8500000000000001,1,0.15000000000000002
59662,0.8500000000000001,1,0.16
59663,0.8500000000000001,1,0.17
59664,0.8500000000000001,1,0.18
59665,0.8500000000000001,1,0.19
59666,0.8500000000000001,1,0.2
59667,0.8500000000000001,1,0.21000000000000002
59668,0.8500000000000001,1,0.22
59669,0.8500000000000001,1,0.23
59670,0.8500000000000001,1,0.24000000000000002
59671,0.8500000000000001,1,0.25
59672,0.8500000000000001,1,0.26
59673,0.8500000000000001,1,0.27
59674,0.8500000000000001,1,0.28
59675,0.8500000000000001,1,0.29000000000000004
59676,0.8500000000000001,1,0.30000000000000004
59677,0.8500000000000001,1,0.31
59678,0.8500000000000001,1,0.32
59679,0.8500000000000001,1,0.33
59680,0.8500000000000001,1,0.33999999999999997
59681,0.8500000000000001,1,0.35
59682,0.8500000000000001,1,0.36
59683,0.8500000000000001,1,0.37
59684,0.8500000000000001,1,0.38
59685,0.8500000000000001,1,0.39
59686,0.8500000000000001,1,0.4
59687,0.8500000000000001,1,0.41000000000000003
59688,0.8500000000000001,1,0.42000000000000004
